age,year,cohort,sex,health,happy
29,2017,1988,2,4,3
62,2017,1955,2,5,3
25,2017,1992,2,4,3
58,2017,1959,1,4,3
42,2017,1975,1,2,2
46,2017,1971,2,2,3
36,2017,1981,1,4,3
31,2017,1986,1,5,4
57,2017,1960,1,4,4
52,2017,1965,1,4,4
73,2017,1944,1,4,3
24,2017,1993,1,3,2
63,2017,1954,1,5,4
55,2017,1962,1,4,3
45,2017,1972,1,3,2
26,2017,1991,1,4,3
66,2017,1951,1,4,3
45,2017,1972,2,4,3
47,2017,1970,2,4,4
50,2017,1967,1,4,3
51,2017,1966,2,4,4
55,2017,1962,1,4,2
48,2017,1969,1,5,4
49,2017,1968,2,3,3
51,2017,1966,1,2,3
73,2017,1944,2,4,2
43,2017,1974,1,3,3
50,2017,1967,1,5,3
45,2017,1972,2,4,4
45,2017,1972,1,4,4
47,2017,1970,2,4,3
25,2017,1992,2,3,2
24,2017,1993,2,4,3
39,2017,1978,1,3,1
68,2017,1949,1,5,3
37,2017,1980,2,4,3
67,2017,1950,2,4,3
31,2017,1986,1,2,2
67,2017,1950,1,2,3
20,2017,1997,2,4,3
22,2017,1995,1,3,3
73,2017,1944,1,3,4
70,2017,1947,1,3,3
85,2017,1932,1,5,2
51,2017,1966,1,1,3
36,2017,1981,2,5,4
79,2017,1938,1,5,4
70,2017,1947,1,4,2
80,2017,1937,1,4,3
62,2017,1955,2,3,3
66,2017,1951,1,4,4
57,2017,1960,1,3,3
67,2017,1950,1,3,3
63,2017,1954,1,3,2
56,2017,1961,2,4,3
65,2017,1952,1,3,3
38,2017,1979,1,3,3
68,2017,1949,1,2,3
53,2017,1964,2,5,4
64,2017,1953,1,3,3
45,2017,1972,2,4,4
52,2017,1965,2,5,4
59,2017,1958,2,3,3
39,2017,1978,2,4,3
35,2017,1982,1,5,4
60,2017,1957,1,5,3
63,2017,1954,2,4,3
65,2017,1952,2,4,3
78,2017,1939,1,4,3
66,2017,1951,2,4,4
67,2017,1950,1,4,3
66,2017,1951,1,1,2
34,2017,1983,1,4,3
33,2017,1984,1,3,2
79,2017,1938,1,2,2
38,2017,1979,2,3,3
37,2017,1980,1,4,3
29,2017,1988,1,4,3
33,2017,1984,2,5,3
64,2017,1953,1,4,3
54,2017,1963,1,4,3
66,2017,1951,1,4,3
73,2017,1944,1,4,4
67,2017,1950,1,4,4
74,2017,1943,1,4,4
36,2017,1981,1,4,3
51,2017,1966,1,3,4
66,2017,1951,1,5,3
38,2017,1979,1,4,4
33,2017,1984,2,4,4
50,2017,1967,1,4,3
73,2017,1944,1,4,3
57,2017,1960,2,4,3
65,2017,1952,1,4,4
81,2017,1936,1,3,3
66,2017,1951,2,3,3
35,2017,1982,1,4,3
29,2017,1988,2,4,3
58,2017,1959,1,4,3
84,2017,1933,1,5,4
61,2017,1956,2,3,3
27,2017,1990,2,5,3
50,2017,1967,2,4,3
32,2017,1985,2,4,4
90,2017,1927,1,4,3
63,2017,1954,1,4,4
34,2017,1983,1,3,3
25,2017,1992,1,5,3
30,2017,1987,2,5,4
36,2017,1981,1,4,3
47,2017,1970,1,5,3
32,2017,1985,1,5,4
42,2017,1975,1,3,2
75,2017,1942,1,5,4
32,2017,1985,1,3,3
51,2017,1966,2,4,3
29,2017,1988,1,3,2
36,2017,1981,1,4,3
83,2017,1934,1,5,4
22,2017,1995,2,2,3
81,2017,1936,2,5,4
60,2017,1957,2,4,3
46,2017,1971,1,4,3
47,2017,1970,1,4,4
53,2017,1964,1,4,3
80,2017,1937,1,3,3
81,2017,1936,1,3,3
48,2017,1969,1,4,4
83,2017,1934,1,4,3
47,2017,1970,1,3,2
32,2017,1985,2,4,4
25,2017,1992,1,4,3
22,2017,1995,2,4,3
65,2017,1952,2,2,3
64,2017,1953,2,5,4
78,2017,1939,1,3,3
53,2017,1964,1,4,4
43,2017,1974,2,4,3
25,2017,1992,2,5,4
30,2017,1987,2,4,3
68,2017,1949,1,1,3
30,2017,1987,2,4,3
21,2017,1996,1,5,2
19,2017,1998,1,4,4
60,2017,1957,1,2,2
49,2017,1968,2,4,3
41,2017,1976,1,4,3
21,2017,1996,2,5,3
22,2017,1995,2,3,4
32,2017,1985,2,5,4
29,2017,1988,1,4,3
71,2017,1946,1,4,4
57,2017,1960,1,4,3
54,2017,1963,1,4,3
64,2017,1953,1,5,4
29,2017,1988,2,4,3
43,2017,1974,1,3,3
18,2017,1999,1,4,3
30,2017,1987,1,3,3
64,2017,1953,1,4,3
28,2017,1989,2,5,4
65,2017,1952,1,3,4
59,2017,1958,1,4,3
56,2017,1961,1,4,3
48,2017,1969,1,3,3
49,2017,1968,2,3,2
55,2017,1962,2,4,3
34,2017,1983,2,4,3
29,2017,1988,1,2,2
61,2017,1956,1,3,3
33,2017,1984,1,5,3
30,2017,1987,1,5,4
58,2017,1959,1,4,4
40,2017,1977,1,5,4
56,2017,1961,1,4,3
43,2017,1974,2,4,3
27,2017,1990,2,5,4
36,2017,1981,1,4,3
25,2017,1992,2,4,4
53,2017,1964,1,4,3
23,2017,1994,2,4,3
21,2017,1996,2,4,3
44,2017,1973,1,3,2
35,2017,1982,2,4,4
42,2017,1975,1,1,2
35,2017,1982,2,3,3
33,2017,1984,2,5,3
27,2017,1990,1,4,3
58,2017,1959,1,4,3
32,2017,1985,2,3,3
40,2017,1977,2,4,4
26,2017,1991,2,4,4
34,2017,1983,2,4,3
61,2017,1956,1,3,2
29,2017,1988,2,4,3
31,2017,1986,2,4,3
81,2017,1936,1,5,4
20,2017,1997,2,4,3
61,2017,1956,1,3,2
36,2017,1981,1,5,3
64,2017,1953,1,4,3
61,2017,1956,1,4,3
35,2017,1982,2,4,3
28,2017,1989,1,5,3
28,2017,1989,2,5,3
34,2017,1983,2,3,3
58,2017,1959,1,2,2
36,2017,1981,2,3,4
27,2017,1990,2,5,4
27,2017,1990,2,5,3
33,2017,1984,1,5,3
73,2017,1944,1,5,4
44,2017,1973,2,3,3
30,2017,1987,1,3,2
55,2017,1962,1,3,3
42,2017,1975,2,4,2
30,2017,1987,2,4,3
34,2017,1983,1,4,3
20,2017,1997,1,4,3
26,2017,1991,1,4,3
50,2017,1967,2,3,3
31,2017,1986,1,3,3
59,2017,1958,1,5,3
74,2017,1943,1,4,3
31,2017,1986,1,4,3
43,2017,1974,2,5,3
23,2017,1994,1,4,3
43,2017,1974,1,4,3
32,2017,1985,1,5,3
50,2017,1967,1,2,3
52,2017,1965,2,4,3
30,2017,1987,2,4,3
35,2017,1982,2,3,3
30,2017,1987,2,3,2
27,2017,1990,1,3,3
31,2017,1986,2,3,3
35,2017,1982,1,4,3
57,2017,1960,1,3,3
29,2017,1988,2,5,3
36,2017,1981,2,5,3
27,2017,1990,2,5,4
60,2017,1957,2,5,4
32,2017,1985,1,5,3
29,2017,1988,2,5,4
25,2017,1992,1,4,3
40,2017,1977,2,4,4
48,2017,1969,2,3,3
54,2017,1963,1,3,3
30,2017,1987,2,5,4
31,2017,1986,2,4,3
25,2017,1992,1,5,3
35,2017,1982,1,3,3
34,2017,1983,1,3,2
65,2017,1952,2,4,3
33,2017,1984,1,3,3
30,2017,1987,2,4,4
31,2017,1986,2,4,4
49,2017,1968,1,4,4
37,2017,1980,1,4,3
40,2017,1977,1,5,4
53,2017,1964,1,4,4
34,2017,1983,1,4,3
62,2017,1955,1,4,4
47,2017,1970,1,4,3
48,2017,1969,2,4,3
73,2017,1944,1,3,4
19,2017,1998,2,5,3
42,2017,1975,2,3,3
59,2017,1958,2,4,3
53,2017,1964,2,4,4
41,2017,1976,1,5,3
60,2017,1957,2,4,4
62,2017,1955,1,4,3
40,2017,1977,2,5,4
47,2017,1970,1,4,3
23,2017,1994,2,5,3
29,2017,1988,2,5,4
23,2017,1994,2,5,3
53,2017,1964,1,3,3
43,2017,1974,1,3,3
60,2017,1957,2,4,3
28,2017,1989,2,5,4
49,2017,1968,2,4,4
47,2017,1970,2,4,3
60,2017,1957,1,3,2
66,2017,1951,2,4,4
29,2017,1988,2,5,3
29,2017,1988,1,4,3
44,2017,1973,1,3,3
45,2017,1972,2,3,2
31,2017,1986,2,4,4
39,2017,1978,1,3,1
39,2017,1978,1,4,3
21,2017,1996,2,2,1
69,2017,1948,2,4,3
21,2017,1996,1,4,3
20,2017,1997,1,4,4
61,2017,1956,2,4,3
58,2017,1959,1,4,3
52,2017,1965,1,4,3
25,2017,1992,1,4,3
28,2017,1989,2,3,2
30,2017,1987,1,5,3
28,2017,1989,2,4,4
55,2017,1962,2,3,2
30,2017,1987,2,5,3
29,2017,1988,2,5,4
30,2017,1987,1,4,3
29,2017,1988,2,4,4
35,2017,1982,2,5,3
27,2017,1990,1,4,3
47,2017,1970,2,4,3
39,2017,1978,1,5,3
32,2017,1985,2,5,4
63,2017,1954,1,4,4
61,2017,1956,1,4,4
27,2017,1990,1,1,4
24,2017,1993,2,4,3
39,2017,1978,2,4,2
62,2017,1955,1,3,3
27,2017,1990,1,3,3
34,2017,1983,1,4,3
36,2017,1981,1,4,4
58,2017,1959,1,5,3
30,2017,1987,1,5,3
30,2017,1987,2,3,2
31,2017,1986,2,4,3
29,2017,1988,2,5,3
39,2017,1978,1,3,2
19,2017,1998,1,5,4
49,2017,1968,1,4,3
71,2017,1946,1,4,4
29,2017,1988,2,5,3
49,2017,1968,1,4,3
22,2017,1995,1,3,3
28,2017,1989,2,2,2
64,2017,1953,1,5,4
26,2017,1991,2,4,3
33,2017,1984,1,3,2
59,2017,1958,1,4,2
30,2017,1987,1,3,2
71,2017,1946,2,4,4
33,2017,1984,2,4,3
76,2017,1941,1,2,3
27,2017,1990,1,3,3
28,2017,1989,1,4,4
29,2017,1988,2,3,3
31,2017,1986,2,4,4
63,2017,1954,1,5,2
40,2017,1977,1,4,4
62,2017,1955,2,5,3
46,2017,1971,2,4,3
46,2017,1971,2,4,3
40,2017,1977,2,4,3
68,2017,1949,1,3,3
45,2017,1972,2,3,2
31,2017,1986,2,5,4
24,2017,1993,2,4,3
29,2017,1988,1,4,4
31,2017,1986,1,4,3
21,2017,1996,2,4,4
30,2017,1987,1,2,2
80,2017,1937,1,3,4
56,2017,1961,2,3,3
23,2017,1994,1,5,3
19,2017,1998,1,5,4
55,2017,1962,1,4,3
43,2017,1974,2,3,2
63,2017,1954,1,3,3
29,2017,1988,2,4,3
35,2017,1982,1,4,3
33,2017,1984,1,5,3
36,2017,1981,2,3,3
63,2017,1954,1,4,4
26,2017,1991,2,4,3
26,2017,1991,2,3,2
69,2017,1948,1,3,3
32,2017,1985,1,4,3
20,2017,1997,1,3,3
28,2017,1989,2,4,3
27,2017,1990,2,5,3
63,2017,1954,2,4,3
33,2017,1984,2,4,3
24,2017,1993,2,4,3
60,2017,1957,1,5,3
29,2017,1988,2,4,3
63,2017,1954,1,3,3
51,2017,1966,1,5,4
28,2017,1989,1,5,3
29,2017,1988,2,4,3
83,2017,1934,1,4,4
60,2017,1957,1,4,4
28,2017,1989,2,5,4
26,2017,1991,2,3,3
56,2017,1961,1,5,3
52,2017,1965,1,3,4
31,2017,1986,1,4,3
51,2017,1966,1,5,3
20,2017,1997,1,3,3
28,2017,1989,2,4,4
33,2017,1984,1,4,3
19,2017,1998,2,3,3
45,2017,1972,2,3,4
38,2017,1979,1,5,3
40,2017,1977,1,3,3
31,2017,1986,2,4,2
28,2017,1989,2,4,3
30,2017,1987,2,4,3
29,2017,1988,1,4,3
26,2017,1991,2,3,3
30,2017,1987,1,5,3
46,2017,1971,2,4,3
50,2017,1967,1,5,2
29,2017,1988,1,4,3
27,2017,1990,1,5,4
47,2017,1970,2,3,3
77,2017,1940,1,5,3
35,2017,1982,1,4,3
36,2017,1981,2,4,3
28,2017,1989,2,4,2
29,2017,1988,2,4,2
31,2017,1986,2,4,3
44,2017,1973,2,3,3
37,2017,1980,2,5,3
49,2017,1968,2,3,3
35,2017,1982,1,4,3
42,2017,1975,1,3,2
52,2017,1965,1,4,3
33,2017,1984,1,3,3
49,2017,1968,1,5,3
27,2017,1990,1,2,4
59,2017,1958,1,2,4
66,2017,1951,1,3,3
23,2017,1994,1,4,2
42,2017,1975,2,4,3
21,2017,1996,1,4,3
65,2017,1952,2,4,3
30,2017,1987,1,4,3
26,2017,1991,1,4,3
30,2017,1987,1,3,3
32,2017,1985,1,4,2
67,2017,1950,1,5,4
48,2017,1969,1,3,1
59,2017,1958,2,4,3
31,2017,1986,2,4,2
65,2017,1952,1,4,4
53,2017,1964,2,4,4
24,2017,1993,2,4,3
27,2017,1990,2,4,3
51,2017,1966,1,3,3
34,2017,1983,2,4,3
47,2017,1970,1,5,4
32,2017,1985,1,4,3
32,2017,1985,2,3,3
23,2017,1994,1,3,3
21,2017,1996,2,3,2
44,2017,1973,2,3,3
34,2017,1983,1,5,3
53,2017,1964,2,4,3
74,2017,1943,1,4,4
37,2017,1980,2,4,3
39,2017,1978,1,4,3
46,2017,1971,1,4,3
22,2017,1995,2,5,3
49,2017,1968,2,5,2
26,2017,1991,2,5,3
73,2017,1944,1,3,3
21,2017,1996,2,4,3
39,2017,1978,1,4,3
28,2017,1989,1,4,3
27,2017,1990,2,5,4
55,2017,1962,1,5,3
28,2017,1989,2,4,3
41,2017,1976,1,5,2
66,2017,1951,2,4,3
29,2017,1988,1,4,3
34,2017,1983,1,3,3
33,2017,1984,2,4,3
46,2017,1971,2,4,3
26,2017,1991,1,3,3
23,2017,1994,1,5,4
26,2017,1991,2,4,2
46,2017,1971,1,5,4
25,2017,1992,2,4,3
25,2017,1992,1,4,3
28,2017,1989,2,4,3
67,2017,1950,1,4,3
33,2017,1984,1,4,3
87,2017,1930,1,4,4
19,2017,1998,2,4,2
26,2017,1991,1,5,3
25,2017,1992,2,4,3
49,2017,1968,1,4,3
33,2017,1984,2,4,4
30,2017,1987,2,4,3
29,2017,1988,1,4,3
48,2017,1969,1,5,4
21,2017,1996,2,3,3
57,2017,1960,1,3,3
23,2017,1994,2,5,3
30,2017,1987,2,4,3
27,2017,1990,1,4,2
26,2017,1991,2,4,2
57,2017,1960,1,4,3
37,2017,1980,2,3,3
71,2017,1946,1,5,3
44,2017,1973,2,4,3
19,2017,1998,2,3,3
32,2017,1985,1,4,3
47,2017,1970,1,4,3
23,2017,1994,2,4,3
29,2017,1988,2,3,3
39,2017,1978,1,4,3
53,2017,1964,1,4,3
70,2017,1947,2,5,3
28,2017,1989,2,4,3
35,2017,1982,1,5,3
68,2017,1949,2,4,3
61,2017,1956,2,4,3
65,2017,1952,1,5,4
40,2017,1977,1,4,4
64,2017,1953,1,3,2
47,2017,1970,2,3,3
63,2017,1954,1,3,2
20,2017,1997,2,4,3
42,2017,1975,1,4,3
34,2017,1983,2,5,3
24,2017,1993,2,5,4
38,2017,1979,1,5,4
89,2017,1928,2,5,4
27,2017,1990,2,5,4
29,2017,1988,2,4,3
54,2017,1963,2,3,4
27,2017,1990,2,4,4
36,2017,1981,1,4,3
37,2017,1980,1,4,3
31,2017,1986,2,5,4
47,2017,1970,1,1,3
69,2017,1948,1,5,4
28,2017,1989,2,4,3
50,2017,1967,2,4,3
56,2017,1961,1,5,4
25,2017,1992,2,4,3
35,2017,1982,2,5,3
39,2017,1978,2,3,3
35,2017,1982,2,5,4
35,2017,1982,1,4,3
52,2017,1965,1,3,2
27,2017,1990,2,4,3
49,2017,1968,2,5,3
27,2017,1990,2,5,3
35,2017,1982,1,4,3
33,2017,1984,1,3,3
51,2017,1966,1,5,4
37,2017,1980,1,5,3
29,2017,1988,1,4,4
28,2017,1989,1,4,3
31,2017,1986,1,3,2
18,2017,1999,2,4,3
31,2017,1986,2,2,2
45,2017,1972,1,4,3
62,2017,1955,1,4,2
26,2017,1991,1,5,4
37,2017,1980,2,4,3
21,2017,1996,1,2,4
50,2017,1967,1,5,3
61,2017,1956,1,3,3
25,2017,1992,2,5,3
24,2017,1993,2,2,2
68,2017,1949,2,4,3
28,2017,1989,2,4,3
66,2017,1951,1,5,4
35,2017,1982,1,5,3
43,2017,1974,2,4,3
33,2017,1984,1,5,3
66,2017,1951,1,5,4
33,2017,1984,1,4,4
46,2017,1971,2,4,4
30,2017,1987,2,4,3
30,2017,1987,1,4,4
29,2017,1988,2,5,3
59,2017,1958,1,5,4
44,2017,1973,1,4,3
23,2017,1994,1,3,3
28,2017,1989,1,4,3
41,2017,1976,1,5,3
33,2017,1984,1,3,3
25,2017,1992,2,3,3
38,2017,1979,1,5,2
37,2017,1980,1,5,3
54,2017,1963,1,4,3
31,2017,1986,1,5,4
31,2017,1986,2,4,3
29,2017,1988,1,4,3
34,2017,1983,1,4,3
47,2017,1970,1,5,3
27,2017,1990,2,4,3
63,2017,1954,2,3,4
32,2017,1985,2,1,3
26,2017,1991,2,4,3
22,2017,1995,2,4,3
31,2017,1986,1,4,4
56,2017,1961,1,5,3
40,2017,1977,2,2,3
32,2017,1985,1,2,3
53,2017,1964,1,4,3
78,2017,1939,1,5,4
59,2017,1958,1,5,4
37,2017,1980,2,4,3
25,2017,1992,2,4,4
52,2017,1965,2,3,4
35,2017,1982,1,5,3
26,2017,1991,1,3,2
53,2017,1964,1,5,4
47,2017,1970,2,2,3
41,2017,1976,1,4,3
61,2017,1956,1,3,3
70,2017,1947,1,4,3
42,2017,1975,2,3,2
23,2017,1994,2,5,4
47,2017,1970,2,4,4
44,2017,1973,1,3,3
58,2017,1959,1,3,3
28,2017,1989,1,4,3
60,2017,1957,1,5,3
19,2017,1998,1,5,3
48,2017,1969,2,5,4
28,2017,1989,1,3,3
65,2017,1952,1,5,3
25,2017,1992,1,3,3
42,2017,1975,2,3,2
62,2017,1955,1,4,3
70,2017,1947,1,4,3
33,2017,1984,2,4,4
50,2017,1967,1,2,3
32,2017,1985,2,4,3
30,2017,1987,1,4,3
71,2017,1946,2,4,2
19,2017,1998,2,4,3
56,2017,1961,1,4,4
54,2017,1963,1,1,1
62,2017,1955,1,3,3
24,2017,1993,2,4,4
33,2017,1984,1,4,3
63,2017,1954,2,4,4
49,2017,1968,2,4,2
58,2017,1959,1,4,3
23,2017,1994,2,4,3
20,2017,1997,2,5,3
21,2017,1996,2,4,4
34,2017,1983,1,5,3
46,2017,1971,2,4,3
35,2017,1982,1,4,3
65,2017,1952,2,4,3
35,2017,1982,2,4,3
70,2017,1947,1,4,3
58,2017,1959,1,5,3
27,2017,1990,2,4,4
21,2017,1996,2,3,3
25,2017,1992,1,3,3
51,2017,1966,2,4,3
27,2017,1990,2,5,4
48,2017,1969,1,4,4
30,2017,1987,1,3,3
53,2017,1964,2,2,2
53,2017,1964,1,4,4
33,2017,1984,2,3,3
24,2017,1993,1,4,4
26,2017,1991,2,4,3
62,2017,1955,1,3,2
29,2017,1988,2,4,3
55,2017,1962,2,3,2
48,2017,1969,2,5,4
27,2017,1990,1,3,3
73,2017,1944,2,4,4
32,2017,1985,2,4,3
28,2017,1989,2,5,3
28,2017,1989,2,5,4
21,2017,1996,2,4,2
31,2017,1986,1,5,3
65,2017,1952,1,4,3
43,2017,1974,2,5,3
26,2017,1991,2,5,4
47,2017,1970,1,4,3
53,2017,1964,1,3,2
81,2017,1936,1,4,4
60,2017,1957,2,4,3
26,2017,1991,2,4,3
56,2017,1961,2,4,3
50,2017,1967,1,4,3
69,2017,1948,2,3,3
33,2017,1984,1,4,3
37,2017,1980,1,5,4
31,2017,1986,2,5,4
56,2017,1961,2,5,3
28,2017,1989,2,3,3
28,2017,1989,1,4,3
41,2017,1976,1,3,3
56,2017,1961,1,3,3
34,2017,1983,1,4,3
55,2017,1962,1,5,4
48,2017,1969,2,5,3
35,2017,1982,2,4,3
62,2017,1955,1,4,4
36,2017,1981,1,4,4
27,2017,1990,2,4,3
45,2017,1972,1,4,3
21,2017,1996,1,4,3
57,2017,1960,2,4,4
36,2017,1981,1,5,3
27,2017,1990,2,2,2
48,2017,1969,1,4,3
31,2017,1986,2,4,3
32,2017,1985,2,4,3
24,2017,1993,2,5,2
43,2017,1974,2,4,3
37,2017,1980,1,5,3
32,2017,1985,2,2,3
35,2017,1982,1,5,4
21,2017,1996,1,4,4
41,2017,1976,1,3,2
35,2017,1982,2,4,3
35,2017,1982,1,4,4
59,2017,1958,1,5,4
32,2017,1985,1,4,3
33,2017,1984,1,4,4
29,2017,1988,1,4,3
51,2017,1966,2,4,3
48,2017,1969,2,5,3
26,2017,1991,1,4,2
66,2017,1951,1,5,4
74,2017,1943,1,4,4
51,2017,1966,1,3,2
38,2017,1979,2,4,2
22,2017,1995,1,4,3
64,2017,1953,1,3,3
30,2017,1987,2,4,3
30,2017,1987,2,3,2
36,2017,1981,1,5,3
27,2017,1990,2,4,3
21,2017,1996,2,5,4
30,2017,1987,2,3,3
28,2017,1989,1,4,3
29,2017,1988,2,4,3
22,2017,1995,1,4,3
46,2017,1971,1,3,3
46,2017,1971,2,5,4
29,2017,1988,1,3,3
27,2017,1990,2,4,4
28,2017,1989,2,4,4
30,2017,1987,2,4,3
21,2017,1996,2,3,4
26,2017,1991,2,4,2
73,2017,1944,1,5,3
37,2017,1980,2,4,3
60,2017,1957,2,2,3
22,2017,1995,1,3,2
34,2017,1983,1,5,3
51,2017,1966,2,4,3
28,2017,1989,2,3,3
27,2017,1990,1,5,4
51,2017,1966,1,3,3
26,2017,1991,2,4,3
33,2017,1984,1,4,4
59,2017,1958,2,5,4
61,2017,1956,1,3,3
31,2017,1986,2,5,4
39,2017,1978,2,3,3
81,2017,1936,1,4,4
41,2017,1976,2,5,3
59,2017,1958,1,4,3
35,2017,1982,1,2,3
33,2017,1984,2,3,2
32,2017,1985,1,4,3
25,2017,1992,2,5,4
32,2017,1985,2,4,3
30,2017,1987,1,4,3
34,2017,1983,2,5,3
30,2017,1987,2,4,3
37,2017,1980,1,5,4
36,2017,1981,2,4,4
23,2017,1994,1,4,2
18,2017,1999,2,4,1
29,2017,1988,2,5,4
54,2017,1963,1,2,3
30,2017,1987,2,5,3
59,2017,1958,2,5,4
40,2017,1977,1,4,3
44,2017,1973,2,4,3
29,2017,1988,2,4,3
26,2017,1991,2,4,3
34,2017,1983,2,4,4
52,2017,1965,1,5,4
19,2017,1998,2,4,3
30,2017,1987,1,4,3
75,2017,1942,2,4,4
27,2017,1990,1,4,2
58,2017,1959,1,5,3
39,2017,1978,1,5,4
26,2017,1991,2,4,3
36,2017,1981,2,5,4
27,2017,1990,2,5,4
57,2017,1960,1,4,3
25,2017,1992,1,5,4
20,2017,1997,1,3,3
61,2017,1956,1,4,3
23,2017,1994,2,4,3
70,2017,1947,1,4,3
65,2017,1952,1,3,3
31,2017,1986,2,4,2
29,2017,1988,2,5,3
42,2017,1975,2,4,3
49,2017,1968,1,4,3
33,2017,1984,2,3,3
31,2017,1986,1,4,3
46,2017,1971,2,4,3
34,2017,1983,1,4,3
57,2017,1960,2,4,3
23,2017,1994,2,2,1
58,2017,1959,2,2,4
70,2017,1947,1,4,3
27,2017,1990,2,4,3
55,2017,1962,1,5,3
31,2017,1986,2,4,2
20,2017,1997,2,3,2
67,2017,1950,1,3,3
34,2017,1983,1,5,4
64,2017,1953,1,4,3
46,2017,1971,1,4,3
61,2017,1956,2,4,3
62,2017,1955,2,3,4
58,2017,1959,1,4,3
33,2017,1984,1,5,4
34,2017,1983,1,4,3
44,2017,1973,2,3,3
27,2017,1990,2,3,3
22,2017,1995,2,3,3
80,2017,1937,2,3,3
51,2017,1966,1,4,4
70,2017,1947,1,3,3
71,2017,1946,1,4,4
30,2017,1987,1,5,4
28,2017,1989,1,4,3
30,2017,1987,1,4,3
56,2017,1961,1,4,4
62,2017,1955,1,3,2
22,2017,1995,2,4,3
28,2017,1989,2,4,4
25,2017,1992,2,3,3
45,2017,1972,1,3,3
25,2017,1992,2,2,1
35,2017,1982,1,5,3
32,2017,1985,1,5,3
64,2017,1953,1,5,3
58,2017,1959,1,2,3
22,2017,1995,1,5,4
29,2017,1988,2,4,3
45,2017,1972,2,3,3
33,2017,1984,1,4,1
29,2017,1988,1,5,3
21,2017,1996,1,4,3
32,2017,1985,1,5,3
31,2017,1986,2,3,4
49,2017,1968,2,4,3
65,2017,1952,2,3,3
45,2017,1972,1,5,3
24,2017,1993,1,3,3
35,2017,1982,2,5,3
26,2017,1991,2,4,3
60,2017,1957,1,4,3
26,2017,1991,2,5,4
35,2017,1982,2,3,3
30,2017,1987,2,4,3
27,2017,1990,1,4,3
29,2017,1988,1,4,3
30,2017,1987,1,5,3
28,2017,1989,2,3,3
29,2017,1988,2,5,3
31,2017,1986,1,4,3
47,2017,1970,1,4,3
20,2017,1997,1,4,1
32,2017,1985,1,5,2
36,2017,1981,1,5,4
68,2017,1949,2,3,3
42,2017,1975,2,5,3
33,2017,1984,1,4,3
30,2017,1987,2,3,2
54,2017,1963,1,4,3
53,2017,1964,1,4,3
29,2017,1988,2,4,3
31,2017,1986,1,2,2
29,2017,1988,2,4,3
69,2017,1948,1,4,3
27,2017,1990,1,5,3
61,2017,1956,1,5,4
27,2017,1990,2,5,3
57,2017,1960,1,4,3
62,2017,1955,2,4,4
62,2017,1955,1,4,3
31,2017,1986,2,4,3
26,2017,1991,2,5,4
77,2017,1940,1,4,4
36,2017,1981,2,4,3
39,2017,1978,2,4,3
50,2017,1967,1,5,3
31,2017,1986,1,4,3
37,2017,1980,1,4,3
61,2017,1956,2,4,3
52,2017,1965,2,3,3
20,2017,1997,2,5,3
34,2017,1983,2,3,2
31,2017,1986,1,4,4
55,2017,1962,2,5,4
58,2017,1959,2,5,4
32,2017,1985,2,3,3
34,2017,1983,1,4,3
67,2017,1950,2,4,3
30,2017,1987,2,4,3
49,2017,1968,2,3,2
52,2017,1965,2,5,4
28,2017,1989,2,5,3
62,2017,1955,1,4,2
25,2017,1992,1,5,4
62,2017,1955,1,4,4
26,2017,1991,1,2,3
33,2017,1984,1,4,3
22,2017,1995,1,5,3
33,2017,1984,1,5,3
32,2017,1985,2,4,3
29,2017,1988,2,4,3
28,2017,1989,2,3,2
70,2017,1947,2,4,4
31,2017,1986,1,5,4
45,2017,1972,1,4,4
52,2017,1965,2,5,4
30,2017,1987,2,4,3
56,2017,1961,1,5,4
48,2017,1969,1,4,3
23,2017,1994,1,3,3
29,2017,1988,2,4,3
62,2017,1955,2,4,4
43,2017,1974,1,4,3
46,2017,1971,1,3,3
85,2017,1932,1,4,3
31,2017,1986,2,5,4
28,2017,1989,1,4,3
33,2017,1984,1,3,3
19,2017,1998,1,4,3
31,2017,1986,2,4,3
46,2017,1971,2,3,3
77,2017,1940,1,3,3
41,2017,1976,1,3,3
31,2017,1986,1,4,3
61,2017,1956,1,4,3
18,2017,1999,2,5,3
72,2017,1945,1,4,4
56,2017,1961,1,3,2
21,2017,1996,1,4,3
53,2017,1964,1,4,3
29,2017,1988,2,5,4
32,2017,1985,1,4,3
50,2017,1967,1,3,3
34,2017,1983,2,5,4
30,2017,1987,1,4,3
33,2017,1984,2,2,3
19,2017,1998,1,4,4
30,2017,1987,2,5,4
66,2017,1951,1,3,4
50,2017,1967,1,3,2
50,2017,1967,1,3,3
46,2017,1971,1,4,3
48,2017,1969,2,4,3
42,2017,1975,2,4,4
64,2017,1953,1,4,3
61,2017,1956,2,5,2
26,2017,1991,2,5,3
78,2017,1939,2,3,3
55,2017,1962,1,3,2
65,2017,1952,1,5,4
57,2017,1960,2,5,4
28,2017,1989,2,4,3
35,2017,1982,1,3,3
30,2017,1987,2,4,4
69,2017,1948,1,4,2
24,2017,1993,2,4,3
59,2017,1958,1,4,3
24,2017,1993,1,5,3
32,2017,1985,2,4,4
57,2017,1960,1,5,3
23,2017,1994,2,4,3
56,2017,1961,2,5,3
60,2017,1957,2,4,3
60,2017,1957,1,3,3
55,2017,1962,2,5,4
19,2017,1998,1,4,2
24,2017,1993,2,4,3
19,2017,1998,2,5,4
38,2017,1979,1,4,4
