year,trust,sex,age,partyid,wrkstat,happy,degree,realinc,health,life,satfin,polviews,educ
2018,1,1,58,0,1,1,4,119879.41732000001,1,1,2,1,18
2018,1,1,42,2,1,1,4,54480,2,2,1,3,20
2018,NA,1,65,1,1,3,1,30645,1,1,1,4,13
2018,1,2,25,4,1,3,3,14755,3,1,2,5,16
2018,NA,1,76,4,5,1,4,45400,1,2,1,6,19
2018,2,2,73,1,7,3,1,24970,NA,NA,1,5,12
2018,2,2,34,5,1,2,4,63560,NA,NA,2,6,20
2018,NA,1,51,0,1,1,1,30645,1,2,3,6,12
2018,1,2,78,6,7,2,1,10782.5,3,2,2,6,14
2018,NA,1,53,2,2,1,1,24970,2,2,2,2,12
2018,NA,1,83,1,5,1,0,12485,2,2,3,NA,11
2018,2,2,58,1,8,2,0,6242.5,3,2,3,6,7
2018,2,1,73,6,5,2,0,NA,NA,NA,1,4,12
2018,2,2,83,5,5,3,1,908,NA,NA,2,7,10
2018,NA,1,86,2,5,3,1,10782.5,4,3,3,4,12
2018,2,2,70,0,8,2,1,10782.5,3,2,3,4,14
2018,1,2,31,1,7,2,3,37455,NA,NA,2,2,17
2018,2,2,24,1,6,1,3,30645,1,1,2,3,16
2018,1,1,42,0,1,2,2,17025,NA,NA,1,2,14
2018,2,2,34,1,1,2,4,119879.41732000001,2,1,1,2,16
2018,3,2,70,3,6,2,4,NA,NA,NA,3,4,19
2018,2,2,37,4,7,2,1,24970,NA,NA,2,1,12
2018,NA,1,70,6,5,1,4,72640,1,1,2,7,18
2018,NA,1,71,5,5,2,1,37455,2,2,1,4,12
2018,1,2,26,5,1,2,4,20430,NA,NA,2,5,16
2018,1,1,54,0,1,1,4,119879.41732000001,1,1,1,3,16
2018,1,2,40,2,1,2,3,119879.41732000001,2,1,2,3,16
2018,1,2,56,4,1,1,3,119879.41732000001,NA,NA,2,6,16
2018,1,1,60,5,1,2,4,63560,3,2,1,6,20
2018,NA,1,72,7,1,2,3,119879.41732000001,2,1,1,NA,16
2018,3,2,35,3,1,1,3,119879.41732000001,1,1,1,5,16
2018,1,1,55,6,1,1,4,119879.41732000001,NA,NA,1,6,18
2018,NA,2,28,0,6,1,2,37455,1,1,2,2,14
2018,1,2,77,0,8,2,1,4086,2,1,2,4,13
2018,2,2,30,0,1,2,1,NA,NA,NA,2,4,12
2018,NA,2,67,2,5,2,1,7377.5,4,2,3,4,12
2018,NA,2,53,1,6,3,1,7377.5,3,2,3,4,12
2018,2,2,37,1,4,2,1,20430,3,2,3,5,15
2018,2,2,51,2,1,1,4,119879.41732000001,NA,NA,1,4,14
2018,NA,2,35,3,8,2,1,10782.5,2,2,3,4,12
2018,1,2,60,4,5,2,4,119879.41732000001,2,1,1,4,20
2018,NA,1,68,1,5,2,4,54480,3,2,1,4,16
2018,NA,1,43,0,1,1,4,119879.41732000001,1,2,1,2,20
2018,2,2,36,0,7,1,1,30645,1,2,2,4,12
2018,2,2,34,0,1,1,0,6242.5,2,2,3,6,9
2018,1,1,39,3,1,1,4,63560,NA,NA,2,6,18
2018,NA,1,52,6,1,2,2,37455,1,2,2,5,14
2018,2,1,70,4,1,2,1,45400,3,2,1,6,12
2018,2,1,60,6,5,2,1,NA,NA,NA,1,7,12
2018,NA,2,61,7,7,1,1,37455,1,1,2,4,13
2018,2,2,32,5,2,2,1,24970,NA,NA,2,4,14
2018,NA,2,40,5,1,1,3,20430,1,1,2,5,16
2018,2,1,44,6,1,2,2,119879.41732000001,3,3,2,5,17
2018,3,2,67,0,7,2,0,NA,2,2,3,4,6
2018,NA,2,70,0,1,1,4,63560,1,1,1,2,16
2018,2,2,27,2,1,1,3,37455,2,1,2,3,16
2018,2,2,30,2,1,2,4,119879.41732000001,NA,NA,1,5,18
2018,NA,1,61,4,1,1,1,119879.41732000001,2,1,1,4,16
2018,NA,1,30,5,1,2,3,119879.41732000001,2,1,1,5,16
2018,1,1,38,0,1,2,3,119879.41732000001,1,1,2,2,16
2018,NA,2,27,0,1,1,3,119879.41732000001,1,1,2,2,16
2018,2,2,67,1,5,1,2,NA,NA,NA,2,5,15
2018,NA,1,45,5,1,2,3,54480,1,2,2,5,16
2018,1,2,68,2,5,2,2,45400,3,2,1,4,14
2018,2,2,18,2,1,2,1,24970,NA,NA,2,2,14
2018,NA,2,77,3,5,2,1,119879.41732000001,3,1,1,4,14
2018,NA,2,78,4,7,2,3,54480,2,1,1,5,16
2018,1,2,61,0,2,2,3,63560,NA,NA,2,2,16
2018,2,1,72,3,2,2,1,45400,NA,NA,1,4,12
2018,1,2,89,5,7,2,1,NA,3,2,2,NA,12
2018,NA,2,75,2,5,1,3,45400,2,1,1,2,19
2018,2,1,48,1,2,3,3,37455,3,1,2,2,15
2018,NA,2,48,0,1,2,4,119879.41732000001,1,1,2,2,16
2018,NA,2,41,0,1,2,3,30645,1,2,3,1,16
2018,1,2,30,3,1,2,3,30645,NA,NA,2,4,16
2018,NA,2,29,7,1,2,4,17025,2,1,2,4,20
2018,2,1,38,0,1,2,2,NA,3,2,2,3,14
2018,2,2,76,3,5,1,1,NA,NA,NA,1,NA,14
2018,1,2,55,3,1,3,1,17025,4,2,3,4,13
2018,1,1,28,0,1,2,4,6242.5,NA,NA,2,3,18
2018,NA,2,18,1,7,2,0,NA,3,3,2,NA,9
2018,1,2,24,2,3,2,4,3405,2,1,1,1,17
2018,NA,1,34,1,1,3,0,72640,2,NA,1,2,0
2018,1,2,77,6,2,1,1,119879.41732000001,1,1,1,6,16
2018,1,1,89,4,5,2,1,12485,NA,NA,3,6,12
2018,1,1,69,0,2,3,4,54480,NA,NA,1,1,19
2018,NA,1,70,2,5,1,1,24970,3,1,1,4,12
2018,NA,2,71,3,5,1,3,72640,1,1,1,4,16
2018,2,1,34,3,1,2,3,12485,NA,NA,2,3,16
2018,2,2,77,3,8,2,1,NA,NA,NA,2,5,12
2018,3,2,20,3,1,2,1,NA,1,1,1,NA,12
2018,2,2,38,5,2,2,0,2043,NA,NA,2,1,3
2018,NA,2,29,4,7,2,1,20430,2,2,2,4,12
2018,1,1,69,4,5,2,1,20430,NA,NA,1,6,15
2018,NA,2,36,2,4,2,1,7377.5,1,2,3,6,11
2018,1,2,43,NA,3,1,1,NA,NA,NA,3,6,14
2018,2,2,64,3,8,2,1,4086,NA,NA,2,2,13
2018,NA,1,53,4,1,1,1,37455,3,2,2,5,13
2018,1,2,69,3,5,1,1,NA,NA,NA,1,6,15
2018,NA,2,39,1,3,1,1,9647.5,3,2,1,4,10
2018,NA,1,57,3,1,2,1,NA,2,1,1,4,14
2018,2,2,63,6,1,2,2,63560,NA,NA,1,6,15
2018,2,2,75,3,5,3,0,NA,NA,NA,3,NA,8
2018,NA,1,32,2,1,1,3,119879.41732000001,2,1,1,4,16
2018,2,1,46,3,1,2,1,37455,1,2,2,4,13
2018,2,1,41,3,4,2,1,20430,2,1,2,4,12
2018,1,2,NA,0,1,2,2,24970,NA,NA,2,4,14
2018,NA,2,49,2,3,3,3,24970,2,2,3,3,16
2018,2,1,65,6,5,2,2,10782.5,NA,NA,3,7,13
2018,2,2,59,1,1,2,2,63560,2,2,1,3,14
2018,2,1,47,4,1,2,1,30645,NA,NA,3,4,12
2018,2,2,27,1,1,3,1,NA,3,2,3,4,13
2018,2,2,57,3,1,1,1,20430,NA,NA,2,NA,12
2018,1,2,74,4,2,1,4,63560,1,1,2,5,20
2018,1,2,51,5,2,2,4,1589,NA,NA,2,6,18
2018,NA,1,44,1,1,2,4,119879.41732000001,3,2,1,2,20
2018,1,2,46,0,1,1,3,119879.41732000001,NA,NA,2,1,16
2018,NA,2,42,1,1,1,1,54480,3,1,1,4,12
2018,1,2,65,0,1,2,3,72640,1,1,2,6,16
2018,1,1,36,5,1,1,3,119879.41732000001,1,2,1,5,16
2018,3,2,80,0,5,1,4,54480,NA,NA,1,4,18
2018,1,2,32,3,1,2,3,17025,NA,NA,3,2,16
2018,NA,1,89,0,5,2,0,NA,2,2,1,2,5
2018,NA,2,40,7,7,1,3,NA,1,1,2,4,16
2018,NA,2,88,0,5,2,0,54480,1,2,1,2,12
2018,2,2,59,6,7,1,3,119879.41732000001,3,1,2,6,16
2018,1,2,55,4,1,1,4,119879.41732000001,NA,NA,1,4,18
2018,2,2,31,4,1,2,1,17025,2,2,3,4,14
2018,2,1,31,2,1,1,4,10782.5,2,2,3,2,18
2018,2,2,35,0,1,2,3,37455,3,2,2,4,16
2018,2,2,32,7,6,3,3,NA,NA,NA,3,2,17
2018,NA,2,48,0,7,1,1,24970,1,2,2,2,12
2018,2,2,24,3,4,2,1,45400,2,2,3,NA,12
2018,2,1,22,4,1,2,1,54480,NA,NA,1,4,12
2018,2,2,37,1,1,3,1,14755,3,1,2,6,16
2018,NA,2,34,2,1,2,3,72640,2,1,2,2,16
2018,2,2,89,1,5,2,1,NA,3,1,3,4,12
2018,2,2,55,1,7,2,0,NA,NA,NA,3,NA,0
2018,NA,1,46,0,1,2,1,45400,1,2,2,3,12
2018,2,2,29,1,4,2,3,24970,2,1,2,2,17
2018,2,2,83,3,5,1,0,30645,NA,NA,1,3,12
2018,2,2,33,0,1,1,3,119879.41732000001,1,2,2,3,16
2018,NA,2,46,0,1,2,4,54480,1,1,3,2,18
2018,NA,1,19,1,6,1,1,30645,2,1,2,3,13
2018,2,1,65,2,5,2,3,24970,3,1,2,4,19
2018,3,2,37,5,6,1,1,119879.41732000001,2,1,3,1,16
2018,NA,2,64,7,5,2,1,37455,4,2,1,6,12
2018,2,2,22,1,1,2,2,12485,NA,NA,1,5,14
2018,1,1,28,0,1,2,3,54480,1,2,2,2,16
2018,2,2,24,4,1,1,3,14755,2,2,2,5,17
2018,1,1,43,3,1,2,2,72640,3,1,2,4,15
2018,2,1,32,2,1,2,3,30645,NA,NA,2,2,16
2018,NA,2,76,2,5,1,3,119879.41732000001,2,1,1,4,16
2018,2,2,21,3,2,3,1,54480,1,1,2,4,14
2018,1,2,48,1,1,2,2,72640,NA,NA,3,4,14
2018,2,1,76,5,5,2,1,NA,NA,NA,1,5,15
2018,NA,2,55,4,1,2,3,119879.41732000001,1,2,1,5,16
2018,2,2,70,7,1,2,1,14755,NA,NA,3,5,14
2018,NA,2,66,0,5,3,4,17025,2,1,1,1,18
2018,1,2,37,1,1,2,4,30645,2,1,2,4,19
2018,NA,2,70,0,5,2,4,54480,2,1,1,2,16
2018,1,1,43,1,1,2,4,63560,2,1,2,3,18
2018,2,2,19,3,6,2,0,4086,1,2,2,NA,9
2018,1,1,70,0,5,1,1,54480,NA,NA,1,4,15
2018,2,2,40,2,1,2,4,45400,3,2,2,2,18
2018,1,1,59,1,1,3,3,20430,NA,NA,1,3,20
2018,NA,2,70,6,5,3,1,54480,1,3,2,4,12
2018,2,1,31,2,2,3,1,45400,3,2,2,3,13
2018,2,2,51,5,1,2,4,37455,NA,NA,1,5,18
2018,2,2,32,2,2,2,1,24970,NA,NA,2,1,15
2018,NA,2,60,NA,4,1,1,NA,3,2,3,4,12
2018,2,1,27,4,1,2,1,45400,3,2,2,4,12
2018,NA,1,89,4,5,1,3,63560,2,1,1,6,16
2018,2,2,50,0,7,3,1,10782.5,4,1,3,5,11
2018,NA,2,44,0,2,2,3,30645,1,2,2,5,16
2018,1,2,85,2,5,2,1,14755,NA,NA,1,4,12
2018,2,1,33,2,1,1,0,24970,NA,NA,2,3,12
2018,3,2,31,0,7,3,1,NA,2,2,2,3,14
2018,1,2,46,5,1,1,3,119879.41732000001,NA,NA,1,6,16
2018,1,1,72,0,1,1,4,119879.41732000001,1,1,1,1,16
2018,1,2,50,0,2,2,4,119879.41732000001,1,1,2,2,20
2018,1,1,66,6,5,1,4,119879.41732000001,1,1,1,6,20
2018,2,2,35,6,1,2,3,20430,1,2,1,7,17
2018,NA,2,35,0,1,2,0,7377.5,3,2,1,4,11
2018,2,2,33,4,1,1,1,20430,1,1,1,4,13
2018,2,2,66,3,5,2,0,1589,3,3,3,2,6
2018,2,1,53,3,1,1,0,14755,NA,NA,1,5,10
2018,NA,2,37,NA,7,3,3,37455,1,1,2,NA,16
2018,3,1,33,2,1,2,1,37455,NA,NA,1,4,12
2018,NA,1,28,2,1,1,3,45400,1,1,1,3,16
2018,1,2,30,5,3,1,3,45400,2,2,2,5,16
2018,2,1,37,4,1,1,1,45400,2,2,1,6,11
2018,1,1,38,1,1,2,1,72640,NA,NA,1,2,16
2018,1,1,84,6,5,2,1,20430,4,2,2,3,14
2018,2,1,66,3,1,1,4,63560,NA,NA,2,5,17
2018,NA,2,29,1,1,1,3,45400,3,2,1,4,16
2018,1,1,39,2,1,2,4,119879.41732000001,2,1,2,2,17
2018,1,2,33,2,1,2,3,72640,NA,NA,2,4,16
2018,2,2,68,2,2,3,4,30645,3,2,3,4,18
2018,NA,2,70,3,2,1,3,NA,2,1,1,5,16
2018,NA,1,50,3,4,2,3,12485,2,1,3,4,16
2018,NA,1,54,3,1,2,3,72640,2,2,1,4,17
2018,NA,1,45,5,7,2,3,119879.41732000001,2,1,1,5,16
2018,2,2,48,5,1,2,1,119879.41732000001,1,1,1,4,14
2018,1,1,73,5,5,1,3,54480,2,1,1,4,16
2018,NA,2,77,1,5,1,3,14755,2,2,2,2,18
2018,1,2,59,1,1,2,3,54480,2,1,1,4,16
2018,2,1,72,6,5,2,1,24970,NA,NA,1,3,12
2018,1,1,68,5,5,2,3,37455,3,1,1,6,18
2018,1,2,60,6,1,1,1,30645,NA,NA,1,5,12
2018,2,1,63,7,1,1,1,54480,NA,NA,1,7,12
2018,NA,1,45,NA,2,2,1,7377.5,3,2,3,4,14
2018,1,2,35,5,2,2,1,119879.41732000001,2,1,1,5,13
2018,2,2,22,3,4,2,1,9647.5,NA,NA,3,NA,12
2018,NA,2,36,3,1,1,1,NA,2,2,2,4,12
2018,1,2,76,5,2,2,1,4086,NA,NA,1,4,13
2018,NA,2,61,5,7,2,1,30645,2,2,2,5,12
2018,2,2,56,2,1,2,1,24970,3,2,3,4,12
2018,NA,2,26,0,1,2,1,1589,3,1,1,5,12
2018,1,1,59,0,7,3,1,6242.5,NA,NA,3,3,13
2018,2,1,55,2,1,2,1,20430,NA,NA,1,3,12
2018,1,1,57,6,1,1,4,54480,2,1,1,6,18
2018,NA,2,59,6,5,1,1,119879.41732000001,2,1,1,3,14
2018,1,2,33,7,2,1,1,10782.5,1,1,3,7,14
2018,2,2,75,3,7,3,0,227,NA,NA,1,NA,2
2018,NA,1,61,5,1,2,3,119879.41732000001,1,2,2,6,18
2018,1,2,39,4,1,2,1,24970,3,2,3,4,13
2018,NA,2,38,4,1,2,1,30645,2,2,2,4,12
2018,1,2,49,2,1,3,4,45400,2,1,3,2,17
2018,1,1,71,4,5,2,3,119879.41732000001,NA,NA,1,4,16
2018,NA,1,47,0,1,1,3,45400,2,1,2,4,16
2018,2,1,52,2,1,2,1,119879.41732000001,1,1,1,4,13
2018,2,2,35,3,2,2,2,54480,NA,NA,3,2,17
2018,1,2,54,6,7,2,1,20430,4,1,3,3,12
2018,NA,2,39,5,8,1,1,9647.5,3,1,3,4,12
2018,NA,1,70,1,5,2,0,7377.5,3,2,2,5,11
2018,NA,2,78,0,7,2,0,227,3,1,2,5,12
2018,NA,2,74,2,5,1,4,45400,1,1,1,3,20
2018,NA,1,65,3,2,1,3,30645,1,1,2,4,16
2018,1,1,61,1,1,2,1,119879.41732000001,NA,NA,1,2,13
2018,NA,2,53,5,1,2,3,72640,2,2,2,4,16
2018,2,2,21,1,2,3,1,37455,1,1,1,4,12
2018,1,2,41,7,1,1,3,30645,NA,NA,2,4,17
2018,NA,2,62,6,2,1,2,30645,2,2,1,6,14
2018,2,1,71,5,5,1,3,119879.41732000001,NA,NA,1,6,16
2018,1,1,89,1,5,2,3,10782.5,2,2,2,4,16
2018,1,1,66,1,1,2,3,63560,NA,NA,1,3,17
2018,1,1,28,0,1,2,4,72640,1,1,1,2,16
2018,1,2,85,0,5,2,4,30645,NA,NA,1,4,17
2018,2,1,70,0,2,1,1,54480,NA,NA,1,4,12
2018,NA,2,29,7,1,2,3,30645,2,1,1,NA,16
2018,NA,1,39,NA,1,1,3,37455,2,1,2,4,16
2018,1,1,28,1,1,2,1,30645,2,2,2,3,16
2018,1,2,74,0,7,2,3,24970,2,2,2,2,16
2018,2,2,53,1,1,2,3,72640,NA,NA,2,5,16
2018,NA,1,66,0,5,1,4,30645,1,1,1,1,20
2018,2,1,67,2,1,1,3,119879.41732000001,NA,NA,1,4,16
2018,2,2,NA,3,1,2,3,NA,NA,NA,1,NA,16
2018,1,2,28,0,1,3,4,14755,NA,NA,1,2,20
2018,1,2,23,5,1,2,3,14755,1,2,2,4,16
2018,2,1,37,0,1,3,4,54480,NA,NA,1,1,20
2018,2,1,27,1,1,2,1,30645,2,1,2,4,12
2018,2,2,32,1,7,3,2,5107.5,4,2,3,2,14
2018,NA,2,40,1,2,2,1,7377.5,3,2,3,4,12
2018,1,2,22,1,6,1,3,30645,1,1,2,3,16
2018,1,1,38,0,1,2,1,8512.5,3,2,1,3,14
2018,2,2,45,0,3,1,1,14755,NA,NA,2,2,15
2018,NA,1,63,4,5,3,1,7377.5,3,2,2,5,12
2018,2,2,30,1,1,3,4,24970,NA,NA,3,2,20
2018,NA,1,25,3,2,2,1,5107.5,2,2,3,4,12
2018,2,2,44,2,1,2,1,20430,3,2,2,4,12
2018,2,1,56,4,1,2,1,10782.5,NA,NA,3,6,12
2018,2,2,45,3,2,2,1,37455,2,2,2,4,12
2018,2,2,27,3,1,2,0,5107.5,NA,NA,2,2,7
2018,2,1,53,1,1,1,3,20430,NA,NA,3,4,17
2018,2,2,66,0,1,1,2,12485,NA,NA,3,5,15
2018,NA,2,48,1,1,2,3,45400,2,1,3,3,18
2018,2,2,50,0,1,1,1,45400,NA,NA,1,4,14
2018,2,2,18,3,2,2,0,NA,NA,NA,1,4,11
2018,2,1,51,2,2,2,3,10782.5,2,1,3,1,16
2018,1,2,63,0,1,1,1,30645,NA,NA,2,3,13
2018,2,2,57,1,2,2,1,30645,1,1,3,4,12
2018,2,1,68,0,5,3,3,10782.5,NA,NA,3,5,16
2018,2,1,64,6,1,1,1,45400,NA,NA,1,6,14
2018,NA,1,26,4,1,2,1,20430,1,1,1,3,12
2018,1,2,58,3,7,1,2,119879.41732000001,2,2,1,6,16
2018,2,2,53,0,1,2,4,119879.41732000001,NA,NA,1,3,19
2018,2,1,28,3,1,1,1,7377.5,NA,NA,2,5,12
2018,NA,2,30,1,7,2,0,12485,4,3,2,1,11
2018,1,1,53,6,5,1,2,45400,NA,NA,1,6,14
2018,2,1,56,6,1,2,1,30645,NA,NA,2,6,13
2018,NA,1,20,3,6,2,1,4086,2,2,3,4,12
2018,1,2,64,1,4,1,3,119879.41732000001,NA,NA,2,4,16
2018,NA,1,40,3,7,2,1,17025,4,2,3,6,12
2018,2,2,64,3,7,1,1,12485,NA,NA,2,3,9
2018,NA,2,39,1,1,1,1,30645,2,2,1,4,14
2018,2,2,42,6,7,2,0,2951,2,1,2,6,9
2018,NA,1,22,4,1,2,0,NA,2,1,1,1,11
2018,NA,1,51,6,1,3,0,7377.5,2,1,2,6,5
2018,2,2,40,3,1,3,0,14755,2,2,1,4,9
2018,NA,1,40,3,1,2,0,54480,2,1,3,4,10
2018,2,2,24,3,7,1,1,30645,NA,NA,2,5,15
2018,2,2,27,3,7,2,0,2497,NA,NA,2,2,9
2018,2,2,34,1,7,2,0,9647.5,2,2,2,7,7
2018,1,2,24,3,7,2,1,4086,1,2,1,4,14
2018,2,2,34,4,7,1,1,2043,NA,NA,1,2,12
2018,2,2,44,2,4,2,3,8512.5,1,2,3,4,16
2018,2,2,80,6,7,2,1,14755,NA,NA,2,4,12
2018,2,2,61,5,7,2,3,119879.41732000001,NA,NA,1,6,16
2018,NA,2,39,2,2,2,1,54480,1,2,3,3,12
2018,2,2,41,2,1,1,4,45400,NA,NA,1,5,20
2018,NA,1,34,2,1,1,1,37455,3,1,1,4,14
2018,NA,2,70,4,5,2,4,NA,1,1,NA,6,19
2018,2,2,49,2,1,2,1,54480,2,1,3,4,15
2018,1,2,59,5,6,2,4,NA,NA,NA,1,6,19
2018,1,2,31,2,1,3,4,17025,2,1,2,4,20
2018,NA,1,77,6,5,2,3,24970,2,2,2,5,16
2018,NA,2,40,3,2,2,3,NA,1,1,1,NA,17
2018,2,2,53,NA,2,1,4,NA,2,1,2,NA,16
2018,2,2,29,1,4,2,1,8512.5,NA,NA,3,4,12
2018,2,2,39,0,1,2,1,17025,1,1,2,1,15
2018,1,2,27,1,3,2,1,17025,NA,NA,3,4,15
2018,NA,1,62,0,1,2,4,37455,2,2,2,4,18
2018,2,2,48,2,2,2,1,5107.5,3,2,1,3,12
2018,2,2,28,2,1,2,1,30645,NA,NA,1,4,12
2018,NA,1,47,2,4,1,1,6242.5,2,1,3,2,12
2018,2,2,42,0,1,1,1,17025,NA,NA,3,6,13
2018,1,2,38,5,2,2,1,54480,NA,NA,2,6,12
2018,NA,1,53,7,3,1,3,45400,2,1,1,4,16
2018,2,1,40,2,1,1,1,30645,1,1,2,2,14
2018,2,1,57,6,1,1,2,119879.41732000001,NA,NA,1,6,15
2018,NA,1,51,3,1,1,1,24970,2,1,2,3,11
2018,2,2,60,3,5,2,2,6242.5,3,1,2,1,14
2018,1,2,55,5,1,2,4,54480,NA,NA,1,6,18
2018,NA,2,40,6,1,1,1,119879.41732000001,2,1,1,6,14
2018,2,1,25,3,1,2,0,NA,NA,NA,2,NA,11
2018,2,2,19,2,7,1,0,8512.5,NA,NA,2,4,6
2018,NA,1,46,2,4,3,0,9647.5,3,NA,2,3,3
2018,2,2,60,5,8,2,0,5107.5,NA,NA,2,6,9
2018,NA,2,22,3,2,2,1,2043,2,1,2,4,12
2018,NA,2,29,1,1,1,4,24970,2,1,2,2,19
2018,2,1,28,2,2,3,3,14755,2,1,2,1,16
2018,2,2,36,0,1,2,1,6242.5,NA,NA,3,6,12
2018,1,2,29,3,7,1,3,14755,1,1,1,4,16
2018,2,1,40,1,1,2,1,20430,NA,NA,2,3,12
2018,1,1,47,3,1,1,1,37455,1,1,1,4,14
2018,2,2,NA,3,1,2,1,37455,NA,NA,3,4,13
2018,NA,1,51,0,1,2,1,14755,2,2,3,3,14
2018,1,1,63,2,4,3,1,7377.5,2,2,3,3,13
2018,NA,1,33,2,1,2,1,24970,1,1,3,4,13
2018,3,2,47,3,1,2,1,24970,3,2,2,4,12
2018,NA,2,26,4,2,2,1,45400,2,2,2,5,15
2018,NA,1,68,0,1,1,3,30645,1,1,1,2,16
2018,2,2,36,5,1,2,3,45400,2,2,2,4,16
2018,1,1,34,4,1,2,2,45400,NA,NA,1,4,14
2018,2,2,30,1,1,2,3,119879.41732000001,3,1,2,4,17
2018,1,2,71,0,5,2,1,72640,NA,NA,1,3,13
2018,2,2,28,6,2,2,1,45400,2,1,2,6,12
2018,1,1,65,0,2,1,3,30645,NA,NA,2,2,16
2018,1,1,49,7,1,1,1,119879.41732000001,2,1,1,7,12
2018,1,1,32,3,2,2,1,10782.5,NA,NA,2,4,12
2018,NA,2,21,1,4,2,1,2043,1,2,1,2,15
2018,NA,2,38,6,2,1,2,24970,2,1,2,6,14
2018,2,1,22,7,1,2,1,30645,2,2,2,4,14
2018,NA,1,50,1,1,2,1,24970,2,1,2,3,14
2018,2,1,86,0,5,1,1,5107.5,NA,NA,3,5,13
2018,2,2,59,NA,1,3,1,17025,NA,NA,3,NA,12
2018,NA,2,28,3,6,3,2,17025,3,2,2,NA,15
2018,2,1,54,0,1,2,1,37455,2,1,3,4,15
2018,2,2,71,0,3,1,3,30645,NA,NA,1,4,15
2018,NA,2,58,4,1,2,2,72640,2,2,1,4,16
2018,2,2,88,3,8,2,0,NA,NA,NA,1,NA,3
2018,2,1,34,4,1,2,1,63560,2,1,2,4,12
2018,2,2,52,3,4,2,1,7377.5,3,NA,3,6,12
2018,NA,2,71,3,5,3,0,NA,1,2,2,4,12
2018,NA,2,21,2,2,2,1,NA,3,2,3,4,11
2018,2,1,23,3,1,1,1,4086,1,1,3,4,12
2018,NA,1,82,0,5,1,1,908,3,1,3,1,12
2018,2,1,34,1,2,2,1,20430,1,2,3,4,12
2018,2,2,32,1,1,3,1,10782.5,NA,NA,3,NA,14
2018,NA,2,43,1,2,2,4,20430,2,1,3,4,15
2018,NA,2,75,0,7,2,1,14755,3,2,2,4,12
2018,2,1,46,4,1,1,1,20430,NA,NA,2,5,12
2018,NA,1,33,3,1,3,1,14755,2,2,3,6,12
2018,2,2,79,4,5,3,0,5107.5,NA,NA,1,6,4
2018,2,2,50,3,3,2,1,NA,2,2,2,7,12
2018,2,2,40,3,2,1,3,45400,2,1,2,4,16
2018,2,2,89,0,5,3,0,1589,4,2,3,NA,4
2018,2,1,65,3,1,1,1,24970,NA,NA,1,6,13
2018,2,2,69,0,5,2,1,14755,2,1,1,5,13
2018,2,1,73,0,5,1,1,12485,NA,NA,2,5,12
2018,NA,2,53,1,2,2,0,NA,2,1,2,2,9
2018,2,2,46,5,7,2,2,45400,3,2,2,6,14
2018,NA,2,56,2,1,3,1,37455,2,2,2,4,12
2018,2,1,71,6,1,1,1,72640,NA,NA,1,6,12
2018,NA,1,33,3,1,1,1,37455,1,1,2,4,12
2018,3,2,68,0,5,3,1,NA,NA,NA,2,2,15
2018,NA,2,89,7,5,2,1,14755,2,2,2,4,12
2018,NA,1,19,3,2,3,0,5107.5,3,1,2,NA,9
2018,2,1,26,2,7,3,3,NA,1,2,3,6,16
2018,NA,2,28,5,1,1,4,17025,1,1,1,4,18
2018,2,1,70,0,5,3,1,3405,3,2,3,4,12
2018,2,2,38,0,1,3,0,20430,2,NA,3,1,11
2018,1,1,39,5,1,1,4,119879.41732000001,1,1,2,5,18
2018,2,1,19,1,7,2,1,72640,2,1,1,3,13
2018,1,1,45,3,3,2,4,119879.41732000001,NA,NA,1,4,18
2018,NA,2,47,0,1,1,4,119879.41732000001,1,1,2,2,18
2018,NA,1,46,1,1,1,4,72640,1,2,2,4,18
2018,2,2,19,5,2,2,0,37455,1,1,1,4,11
2018,2,2,48,1,1,2,3,72640,NA,NA,1,4,16
2018,2,2,38,2,7,1,1,119879.41732000001,2,2,1,4,15
2018,2,1,24,7,4,2,3,63560,1,3,1,1,16
2018,NA,2,54,0,7,2,1,3405,3,2,2,7,12
2018,1,1,50,0,1,1,2,9647.5,NA,NA,3,4,15
2018,2,1,48,1,1,2,1,72640,NA,NA,2,3,13
2018,NA,1,25,1,2,2,1,9647.5,2,2,3,1,14
2018,2,1,59,2,1,1,1,24970,3,2,3,7,12
2018,2,1,25,3,1,2,1,14755,NA,NA,2,4,12
2018,NA,2,28,1,1,1,2,24970,1,1,2,NA,14
2018,2,2,40,0,1,3,1,7377.5,2,2,3,6,13
2018,3,2,73,0,5,1,4,30645,NA,NA,1,2,18
2018,NA,1,50,4,1,2,0,54480,2,2,2,4,10
2018,NA,2,20,1,1,1,1,45400,2,1,2,3,16
2018,1,1,43,2,1,1,1,37455,2,2,1,4,14
2018,NA,2,68,6,5,2,3,63560,2,1,1,6,16
2018,1,1,18,5,2,1,1,63560,1,1,1,4,12
2018,1,2,54,0,1,1,1,119879.41732000001,1,2,2,2,14
2018,1,2,71,3,2,2,4,10782.5,NA,NA,2,4,17
2018,2,2,28,2,1,1,1,20430,2,1,2,4,12
2018,2,1,46,0,1,3,3,24970,3,2,1,4,16
2018,2,1,47,3,1,2,0,14755,NA,NA,2,4,10
2018,NA,2,65,4,1,3,1,24970,4,3,2,4,12
2018,2,1,18,5,1,2,1,30645,2,3,2,4,12
2018,NA,2,57,0,1,2,1,20430,2,2,2,2,14
2018,2,2,65,0,2,2,3,7377.5,NA,NA,3,2,16
2018,2,2,25,1,2,2,1,7377.5,1,2,2,4,12
